Código Tabela Campo;Nome;Descrição;Código Tabela
53502;TaxCode;Código de imposto;1555
53503;StaCode;Código da repartição pública de finanças;1555
53504;StaType;Tipo de repartição pública de finanças;1555
53505;StaIndex;Índice seq.repartição pública de finanças;1555
53506;IsLiable;É sujeito a imposto;1555
53507;TaxType;Tipo de imposto;1555
53508;IsAcq;É imposto de compras;1555
53509;Isdeferred;Imposto diferido [Sim/Não];1555
5351;HscAmntFC;Valor do imposto HSC (ME);158
53510;ValueDate;Data de vencimento para pagamento;1555
53511;VatPercent;% IVA;1555
53512;NdPercent;% não dedutível;1555
53513;EqPercent;% de compensação;1555
53514;BaseObjTyp;Tipo de objeto base;1555
53515;BaseAbs;Nº interno documento base;1555
53516;BaseArrTyp;Tipo de array base;1555
53517;BaseLinNum;Nº linha base;1555
53518;BaseGrpNum;Nº grupo base;1555
53519;BaseSum;Total base;1555
5352;TdsAppl;Valor TDS aplicado;158
53520;BaseSumSc;Total base (MS);1555
53521;BaseSumFc;Total base (ME);1555
53522;VatSum;Total de IVA;1555
53523;VatSumSc;Total IVA (MS);1555
53524;VatSumFc;Total IVA (ME);1555
53525;DeductSum;Total IVA dedutível;1555
53526;DedctSumSC;Total IVA dedutível (MS);1555
53527;DedctSumFC;Total IVA dedutível (ME);1555
53528;EqSum;Total de compensação;1555
53529;EqSumSC;Total de compensação (MS);1555
5353;TdsApplSC;Valor TDS aplicado (MS);158
53530;EqSumFC;Total de compensação (ME);1555
53531;TaxAcct;Conta de imposto;1555
53532;DefAcct;Conta de imposto diferido;1555
53533;NdAcct;Conta não dedutível;1555
53534;AcqAcct;Conta de imposto de compras;1555
53535;ExpAcct;Conta de despesas;1555
53536;CrditDebit;Transação de crédito ou débito;1555
53537;PostingTyp;Vendas ou compras;1555
53538;BasePaid;Total base aplicado;1555
53539;BasePaidSC;Total base aplicado MS;1555
5354;TdsApplFC;Valor TDS aplicado (ME);158
53540;BasePaidFC;Total base aplicado ME;1555
53541;VatPaid;Total IVA aplicado;1555
53542;VatPaidSC;Total IVA aplicado MS;1555
53543;VatPaidFC;Total IVA aplicado ME;1555
53544;DeductPaid;Total dedutível aplicado;1555
53545;DdctPaidSC;Total dedutível aplicado MS;1555
53546;DdctPaidFC;Total dedutível aplicado ME;1555
53547;EqPaid;Total de compensação aplicado;1555
53548;EqPaidSC;Total compensação aplicado MS;1555
53549;EqPaidFC;Total compensação aplicado ME;1555
5355;SurAppl;Valor Surcharge aplicado;158
53550;TransAcct;Conta de transação;1555
53551;LnDataNum;Nº linha nos dados fiscais;1555
53552;InPrice;Incluído no preço;1555
53553;Exempt;Isento;1555
53554;InGrossRev;Incluído na receita bruta;1555
53555;PostStatus;Status de lançamento;1555
53556;IsItmLevel;Imposto no nível do item;1555
53557;MinTAmt;Base mínima do imposto;1555
53558;MinTAmtSC;Base mínima do imposto (MS);1555
53559;MinTAmtFC;Base mínima do imposto (ME);1555
5356;SurApplSC;Valor Surcharge aplicado (MS);158
53560;MaxTAmt;Base máxima do imposto;1555
53561;MaxTAmtSC;Base máxima do imposto (MS);1555
53562;MaxTAmtFC;Base máxima do imposto (ME);1555
53563;FlatTAmt;Base do imposto de taxa fixa;1555
53564;FlatTAmtSC;Base do imposto de taxa fixa (MS);1555
53565;FlatTAmtFC;Base do imposto de taxa fixa (ME);1555
53566;EqTaxAcct;Conta taxa compensatória;1555
53567;Reposted;Relançado em assistente de transferência;1555
53568;Unencumbrd;Isento de carga;1555
53569;IsSplitPay;Dividir pagamento;1555
5357;SurApplFC;Valor Surcharge aplicado (ME);158
53570;SplitPayAc;Dividir conta de pagamento;1555
53571;TaxOnRI;Imposto sobre nota fiscal de reserva;1555
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
5358;CessAppl;Valor Cess aplicado;158
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
5359;CessApplSC;Valor Cess aplicado (MS);158
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
536;Volume;Quantidade;35
5360;CessApplFC;Valor Cess aplicado (ME);158
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
5361;HscAppl;Valor HSC aplicado;158
;;;
;;;
;;;
;;;
;;;
53615;OrderNum;Chave de instrução;1556
53616;Status;Status do processamento;1556
53617;Canceled;Pedido cancelado Sim/Não;1556
53618;OrderDate;Data do pedido;1556
53619;ProdctDate;Data de início do trabalho;1556
5362;HscApplSC;Valor HSC aplicado (MS);158
53620;ExpFinishD;Data de conclusão prevista;1556
53621;FinishDate;Data do fim do trabalho;1556
53622;FinishUser;Nome do destinatário das instruções;1556
53623;CardCode;Código do emissor da ordem;1556
53624;CustomName;Nome do emissor da ordem;1556
53625;NumInCustm;Nº de referência do cliente;1556
53626;TotalOrder;Total do pedido;1556
53627;TotalCurr;Moeda do total;1556
53628;DocTime;Hora da geração;1556
53629;Memo;Observações;1556
5363;HscApplFC;Valor HSC aplicado (ME);158
53630;SerialNum;Nº da instrução;1556
53631;CntctCode;Pessoa de contato;1556
53632;UpdateDate;Data de atualização;1556
53633;CreateDate;Data de criação;1556
53634;Transfered;Adiado para o ano seguinte;1556
53635;Series;Série;1556
53636;ActWorkCod;Código da conta ativa;1556
53637;ActWorkSum;Total do trabalho;1556
53638;JrnlMemo;Observações do diário;1556
53639;ObjType;Tipo de objeto;1556
5364;BatchNum;Nº do pré-lançamento contábil;158
53640;PriceList;Lista de preços;1556
53641;FinncPriod;Período contábil;1556
53642;OrderNum;Chave de instrução;1557
53643;LineID;Nº da linha;1557
53644;ItemCode;Nº do item;1557
53645;Descript;Descrição do item;1557
53646;Quantity;Quantidade do item;1557
53647;Price;Preço do item;1557
53648;Currency;Moeda do preço;1557
53649;WhsCode;Depósito do item;1557
5365;InCSTCode;Entrada de código CST;158
53650;FinncPriod;Período contábil;1557
53651;ActWorkCod;Código da conta ativa;1557
53652;ActWorkSum;Trabalho total;1557
53653;DocEntry;Nº interno do documento;1558
53654;BaseEntry;Entrada da base de ordem de produção;1558
53655;BaseNum;Número da base de ordem de produção;1558
53656;DocNum;Nº do documento;1559
53657;Series;Série;1559
53658;ItemCode;Nº do produto;1559
53659;Status;Status da ordem de produção;1559
5366;OutCSTCode;Saída de código CST;158
53660;Type;Tipo da ordem de produção;1559
53661;PlannedQty;Quantidade planejada - cabeçalho;1559
53662;CmpltQty;Quantidade concluída;1559
53663;RjctQty;Rejected Quantity;1559
53664;PostDate;Data do pedido;1559
53665;DueDate;Data de vencimento;1559
53666;OriginAbs;Entrada original ordem de produção;1559
53667;OriginNum;Nº de origem da ordem de produção;1559
53668;OriginType;Origem da ordem de produção;1559
53669;UserSign;Assinatura do usuário;1559
5367;DpmWTApl;Valor aplicado ao IRF do adiantamento;158
53670;Comments;Observações;1559
53671;CloseDate;Data de encerramento;1559
53672;RlsDate;Data de liberação;1559
53673;CardCode;Código do cliente;1559
53674;Warehouse;Depósito;1559
53675;Uom;Unidade de medida de estoque na ordem de produção;1559
53676;LineDirty;Line Modified;1559
53677;WOR1Count;Contador WOR1 para nº seguinte;1559
53678;JrnlMemo;Observações do diário;1559
53679;TransId;Nº da transação;1559
5368;DpmWTAplSC;Valor aplicado ao IRF do adiantamento (MS);158
53680;CreateDate;Data de criação;1559
53681;Printed;Impresso;1559
53682;OcrCode;Regra distribuição;1559
53683;PIndicator;Indicador do período;1559
53684;OcrCode2;Regra distribuição 2;1559
53685;OcrCode3;Regra distribuição 3;1559
53686;OcrCode4;Regra distribuição 4;1559
53687;OcrCode5;Regra distribuição 5;1559
53688;SeqCode;Código da seqüência;1559
53689;Serial;Nº de série;1559
5369;DpmWTAplFC;Valor aplicado ao IRF do adiantamento (ME);158
53690;SeriesStr;Cadeia de séries;1559
53691;SubStr;Cadeia de subséries;1559
53692;Project;Código do projeto;1559
53693;SupplCode;Código adicional;1559
53694;UomEntry;Entrada de unidade de medida;1559
53695;PickRmrk;Observações sobre o picking;1559
53696;SysCloseDt;Data de encerramento do sistema;1559
53697;SysCloseTm;Hora de encerramento do sistema;1559
53698;CloseVerNm;Número de versão do encerramento;1559
53699;StartDate;Data de início;1559
537;VolUnit;Unidade de medida de volume;35
5370;WTTypeId;ID do tipo de IRF;158
53700;DocEntry;Nº interno do documento;1560
53701;LineNum;Nº da linha;1560
53702;ItemCode;Nº do item;1560
53703;BaseQty;Quantidade base;1560
53704;PlannedQty;Quantidade planejada - linhas;1560
53705;IssuedQty;Quantidade saída;1560
53706;IssueType;Tipo de emissão da ordem de produção;1560
53707;wareHouse;Depósito;1560
53708;VisOrder;Seqüência visual;1560
53709;WipActCode;CódCta.proc.em andamto.;1560
5371;LnBsAmt;Valor base IRF linha BR;158
53710;CompTotal;Total completo;1560
53711;OcrCode;Regra distribuição;1560
53712;OcrCode2;Regra distribuição 2;1560
53713;OcrCode3;Regra distribuição 3;1560
53714;OcrCode4;Regra distribuição 4;1560
53715;OcrCode5;Regra distribuição 5;1560
53716;LocCode;Código local;1560
53717;Project;Código do projeto;1560
53718;UomEntry;Entrada de unidade de medida;1560
53719;UomCode;Código da UM;1560
5372;LnBsAmtSC;Valor base IRF linha BR (MS);158
53720;ItemType;Tipo de item;1560
53721;AdditQty;Quantidade adicional;1560
53722;LineText;Texto da linha;1560
53723;PickStatus;Status do picking;1560
53724;PickQty;Quantidade de picking;1560
53725;PickIdNo;Nº de ID da lista de picking;1560
53726;ReleaseQty;Quantidade liberada;1560
53727;ResAlloc;Alocação de recursos;1560
53728;StartDate;Data de início;1560
53729;DocEntry;Nº interno do documento;1561
5373;LnBsAmtFC;Valor base IRF linha BR (ME);158
53730;LineNum;Nº da linha;1561
53731;LayerID;ID camada;1561
53732;Quantity;Quantidade;1561
53733;RToStock;Valor de reavaliação lançado no estoque;1561
53734;RToStockSc;Montante de reavaliação lançado no estoque - MS;1561
53735;WhsCode;Código de depósito;1561
53736;IVLTransSe;Nº sequencial da transação IVL;1561
53737;IVLLayerID;ID da camada IVL;1561
53738;SnbSysNum;Número do sistema SNB;1561
53739;AbsEntry;ID interno;1562
5374;LnCmTAmt;Valor tributável acumulado linha BR;158
53740;LineSeq;Seqüência de linhas;1562
53741;SrcArrType;Source Array Type;1562
53742;SrcLineNum;Nº de linha fonte;1562
53743;SrcGrpNum;Nº do grupo fonte;1562
53744;BaseObjTyp;Tipo de objeto base;1562
53745;BaseAbs;Nº interno documento base;1562
53746;BaseArrTyp;Tipo de array base;1562
53747;BaseLinNum;Nº linha base;1562
53748;BaseGrpNum;Nº grupo base;1562
53749;WTaxAbsId;ID código de imposto;1562
5375;LnCmTAmtSC;Valor tributável acumulado linha BR (MS);158
53750;Account;Conta;1562
53751;Rate;Taxa;1562
53752;Exemption;Taxa de isenção;1562
53753;BaseType;Tipo básico;1562
53754;BaseNetSum;Total líquido de base;1562
53755;BaseNetSC;Total líquido de base (MS);1562
53756;BaseNetFC;Total líquido de base (ME);1562
53757;BaseVatSum;Total de IVA base;1562
53758;BaseVatSC;Total de IVA base (MS);1562
53759;BaseVatFC;Total de IVA de base (ME);1562
5376;DocEntry;ID interno do documento;159
53760;AccBaseSum;Total acumulado;1562
53761;AccBaseSC;Total acumulado (MS);1562
53762;AccBaseFC;Total acumulado (ME);1562
53763;AccWTaxSum;Total de IRF acumulado;1562
53764;AccWTaxSC;Total de IRF acumulado (MS);1562
53765;AccWTaxFC;Total de IRF acumulado (ME);1562
53766;TxblSum;Total tributável;1562
53767;TxblSumSc;Total tributável (MS);1562
53768;TxblSumFc;Total tributável (ME);1562
53769;WTaxSum;Total de IRF;1562
5377;InstlmntID;ID da prestação;159
53770;WTaxSumSc;Total de IRF (MS);1562
53771;WTaxSumFc;Total de IRF (ME);1562
53772;ApplSum;Total aplicado;1562
53773;ApplSumSc;Total aplicado (MS);1562
53774;ApplSumFc;Total aplicado (ME);1562
53775;CrditDebit;Transação de débito ou crédito;1562
53776;PostingTyp;Venda ou compra;1562
53777;Category;Categoria;1562
53778;WTTypeId;Tipo;1562
53779;WhtType;Tipo de imposto retido na fonte;1562
5378;ObjType;Tipo de objeto;159
53780;FmlId;Formula ID;1562
53781;BaseMin;Valor mínimo;1562
53782;BaseMinSc;Montante mínimo (SC);1562
53783;BaseMinFc;Montante mínimo (FC);1562
53784;ResMin;Re.mínimo/montante percentual (SC);1562
53785;ResMinSc;Re.mínimo/montante percentual (SC);1562
53786;ResMinFc;Re.mínimo/montante percentual (FC);1562
53787;AddBas;Adicionar ao valor base;1562
53788;AddBasSc;Adicionar ao valor base (SC);1562
53789;AddBasFc;Adicionar ao valor base (FC);1562
5379;DueDate;Data de vencimento;159
53790;ABWVAT;Adicionar à base sem montante do IVA;1562
53791;ABWVATSc;Adicionar à base sem montante do IVA (SC);1562
53792;MessageID;Message ID;1563
53793;MinMsgID;MINMessage ID;1563
53794;MaxMsgID;MaxMessage ID;1563
53795;DocEntry;Doc Number;1563
53796;DocLineNum;Doc Row Number;1563
53797;AbsEntry;ID único interno;1564
53798;RecNum;Nº do registro;1564
53799;FromSysDat;Da data do sistema;1564
538;Weight1;Peso 1;35
5380;Status;Status da prestação;159
53800;FromDocNum;Do nº do documento;1564
53801;FromDocTyp;Do tipo de documento;1564
53802;ToSysDate;Até a data do sistema;1564
53803;ToDocNum;Até o nº do documento;1564
53804;ToDocType;Até o tipo de documento;1564
53805;CalRecOINM;Registro calculado em OINM;1564
53806;LastCalcTS;Última seq.trans.calculada;1564
53807;SumTranVal;Total do valor de transação;1564
53808;StrFld;Campo cadeia geral;1564
53809;DocNum;Nº do documento;1565
5381;InsTotal;Prestação total;159
53810;LineID;Nº da linha;1565
53811;DueDate;Data do cheque;1565
53812;CheckNum;Nº do cheque;1565
53813;BankCode;Nº da conta;1565
53814;Branch;Nº da filial;1565
53815;AcctNum;Nº da conta;1565
53816;Details;Detalhes;1565
53817;Trnsfrable;Negociável;1565
53818;CheckSum;Valor do cheque;1565
53819;Currency;Moeda do cheque;1565
5382;InsTotalFC;Prestação total (ME);159
53820;ObjType;Tipo de objeto;1565
53821;CountryCod;Código do país;1565
53822;CheckAct;Conta corrente;1565
53823;CheckAbs;Nº interno cheque;1565
53824;BnkActKey;Nº da conta bancária;1565
53825;ManualChk;Cheque manual;1565
53826;FiscalID;ID fiscal;1565
53827;OrigIssdBy;Originalmente emitido por;1565
53828;Endorse;Endossar;1565
53829;EndorsChNo;Nº do cheque endossável;1565
5383;InsTotalSy;Prestação total (MS);159
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
53838;DocNum;Nº do documento;1566
53839;InvoiceId;Nº seqüencial;1566
5384;PaidToDate;Pago até a data;159
53840;DocEntry;Chave da nota fiscal;1566
53841;SumApplied;Pago até nota fiscal;1566
53842;AppliedFC;Pago em ME;1566
53843;AppliedSys;Pago em MS;1566
53844;InvType;Categoria da nota fiscal;1566
53845;DocRate;Taxa de documento;1566
53846;IntrsStat;Status da nota de juros;1566
53847;DocLine;Chave da linha;1566
53848;vatApplied;Definição de imposto;1566
53849;vatAppldFC;Imposto pago em ME;1566
5385;PaidFC;Pago (ME);159
53850;vatAppldSy;Imposto pago em MS;1566
53851;selfInv;Nota fiscal automática;1566
53852;ObjType;Tipo de objeto;1566
53853;Dcount;Taxa de desconto;1566
53854;DcntSum;Valor do desconto;1566
53855;DcntSumFC;Valor do desconto (ME);1566
53856;DcntSumSy;Valor do desconto (MS);1566
53857;BfDcntSum;Valor antes do desconto;1566
53858;BfDcntSumF;Valor antes do desconto (ME);1566
53859;BfDcntSumS;Valor antes do desconto (MS);1566
5386;PaidSys;Pago (MS);159
53860;BfNetDcnt;Valor líquido antes do desconto;1566
53861;BfNetDcntF;Valor líquido antes do desconto (ME);1566
53862;BfNetDcntS;Valor líquido antes do desconto (MS);1566
53863;PaidSum;Valor pago (MC);1566
53864;ExpAppld;Freight applied;1566
53865;ExpAppldFC;Freight applied FC;1566
53866;ExpAppldSC;Freight applied SC;1566
53867;Rounddiff;Diferença de arredondamento;1566
53868;RounddifFc;Diferença de arredondamento (ME);1566
53869;RounddifSc;Diferença de arredondamento (MS);1566
5387;VatSum;Imposto total;159
53870;InstId;ID da prestação;1566
53871;WtAppld;IRF aplicado;1566
53872;WtAppldFC;IRF aplicado (ME);1566
53873;WtAppldSC;IRF aplicado (MS);1566
53874;AmtDifPst;Data de lançamento das diferenças do valor;1566
53875;PaidDpm;Adiantamento pago;1566
53876;DpmPosted;Ligar data;1566
53877;ExpVatSum;IVA sobre total despesas adicionais;1566
53878;ExpVatSumF;IVA sobre total despesas adicionais (ME);1566
53879;ExpVatSumS;IVA sobre total despesas adicionais (MS);1566
5388;VatSumFC;Valor do imposto (ME);159
53880;IsRateDiff;É taxa de câmbio;1566
53881;WtInvCatS;Categoria da nota fiscal IRF;1566
53882;WtInvCatSF;Categoria da nota fiscal IRF;1566
53883;WtInvCatSS;Categoria da nota fiscal IRF;1566
53884;OcrCode;Regra distribuição;1566
53885;DocTransId;ID transação do documento pago;1566
53886;MIEntry;Entrada NF mensal - incluir este pagamento;1566
53887;OcrCode2;Regra distribuição 2;1566
53888;OcrCode3;Regra distribuição 3;1566
53889;OcrCode4;Regra distribuição 4;1566
5389;VatSumSy;Valor do imposto (MS);159
53890;OcrCode5;Regra distribuição 5;1566
53891;IsSelected;É registro selecionado;1566
53892;WTOnHold;Imposto retido na fonte provisório;1566
53893;WTOnhldPst;Imposto retido na fonte lançado;1566
53894;baseAbs;Nº do documento base;1566
53895;DocNum;Nº documento;1567
53896;LineID;Nº de linha;1567
53897;CreditCard;Cartão de crédito;1567
53898;CreditAcct;Valor de Crédito;1567
53899;CrCardNum;Nº do cartão de crédito;1567
539;Wght1Unit;Unidade de peso 1;35
5390;VatPaid;Imposto pago até à data;159
53900;CardValid;Cartão de crédito válido até;1567
53901;VoucherNum;Nº do comprovante de pagamento;1567
53902;OwnerIdNum;Número ID;1567
53903;OwnerPhone;Telefone;1567
53904;CrTypeCode;Código da forma de pagamento;1567
53905;NumOfPmnts;Nº de pagamentos;1567
53906;FirstDue;Data do 1º pagamento;1567
53907;FirstSum;Primeiro pagamento parcial;1567
53908;AddPmntSum;Cada pagamento adicional;1567
53909;CreditSum;Valor de Crédito;1567
5391;VatPaidFC;Imposto pago (ME);159
53910;CreditCur;Moeda do comprovante - voucher do cartão de crédito;1567
53911;CreditRate;Taxa do comprovante - voucher do cartão de crédito;1567
53912;ConfNum;Nº de confirmação;1567
53913;CreditType;Tipo de transação de crédito;1567
53914;CredPmnts;Quantidade de pagamentos de crédito;1567
53915;PlCrdStat;Status do débito Pelecard;1567
53916;MagnetStr;Conteúdo da faixa magnética;1567
53917;ConsolNum;Código de crédito do fornecedor;1567
53918;DocNum;Nº do documento;1568
53919;LineId;Nº da linha;1568
5392;VatPaidSys;Imposto pago (MS);159
53920;AcctCode;Conta;1568
53921;SumApplied;Pago;1568
53922;AppliedFC;Pago em ME;1568
53923;AppliedSys;Pago em MS;1568
53924;Descrip;Descrição;1568
53925;AcctName;Nome da conta;1568
53926;ObjType;Tipo de objeto;1568
53927;OcrCode;Regra distribuição;1568
53928;Project;Código do projeto;1568
53929;GrossAmnt;Valor bruto;1568
5393;TotalExpns;Total de despesas adicionais;159
53930;GrssAmntFC;Valor bruto (ME);1568
53931;GrssAmntSC;Valor bruto (MS);1568
53932;AmntBase;Valor base;1568
53933;VatAmnt;Valor do IVA;1568
53934;VatAmntFC;Valor IVA (ME);1568
53935;VatAmntSC;Valor do IVA (MS);1568
53936;UserChaVat;Usuário modificou IVA;1568
53937;TaxTypeID;ID do componente do tipo de imposto;1568
53938;OcrCode2;Regra distribuição 2;1568
53939;OcrCode3;Regra distribuição 3;1568
5394;TotalExpFC;Total de despesas adicionais (ME);159
53940;OcrCode4;Regra distribuição 4;1568
53941;OcrCode5;Regra distribuição 5;1568
53942;Section;Seção;1568
53943;AsseType;Tipo de contribuinte;1568
53944;LocCode;Código local;1568
53945;MatType;Tipo de material;1568
53946;EquVatSum;Valor IVA taxa compensatória;1568
53947;EquVatSumF;Valor IVA taxa compensatória (ME);1568
53948;EquVatSumS;Valor IVA taxa compensatória (MS);1568
53949;DocNum;Nº do documento;1569
5395;TotalExpSC;Total de despesas adicionais (MS);159
53950;InvoiceId;Chave da nota fiscal;1569
53951;WTCode;Código IRF;1569
53952;PymMean;Meio de pgto.;1569
53953;DueDate;Data de vencimento;1569
53954;WTSum;Valor IRF;1569
53955;WTSumFC;Valor IRF (MS);1569
53956;WTSumSC;Valor IRF (ME);1569
53957;Rate;Taxa;1569
53958;TaxbleAmnt;Valor sujeito a imposto;1569
53959;TxblAmntFC;Valor sujeito a imposto (ME);1569
5396;ExpAppl;Despesas adicionais aplicadas;159
53960;TxblAmntSC;Valor sujeito a imposto (MS);1569
53961;PymAmount;Valor do pagamento;1569
53962;PymAmounF;Valor do pagamento (ME);1569
53963;PymAmounS;Valor do pagamento (MS);1569
53964;Line;Nº interno;1569
53965;ObjType;Tipo de objeto;1569
53966;TdsBAmt;Valor base TDS;1569
53967;TdsBAmtSC;Valor base TDS (MS);1569
53968;TdsBAmtFC;Valor base TDS (ME);1569
53969;SurBAmt;Valor base Surcharge;1569
5397;ExpApplFC;Despesas adicionais aplicadas (ME);159
53970;SurBAmtSC;Valor base Surcharge (MS);1569
53971;SurBAmtFC;Valor base Surcharge (ME);1569
53972;CessBAmt;Valor base Cess;1569
53973;CessBAmtSC;Valor base Cess (MS);1569
53974;CessBAmtFC;Valor base Cess (ME);1569
53975;HscBAmt;Valor base HSC;1569
53976;HscBAmtSC;Valor base HSC (MS);1569
53977;HscBAmtFC;Valor base HSC (ME);1569
53978;TdsAmnt;Valor do imposto TDS;1569
53979;TdsAmntSC;Valor do imposto TDS (MS);1569
5398;ExpApplSC;Despesas adicionais aplicadas (MS);159
53980;TdsAmntFC;Valor do imposto TDS (ME);1569
53981;SurAmnt;Valor do imposto Surcharge;1569
53982;SurAmntSC;Valor do imposto Surcharge (MS);1569
53983;SurAmntFC;Valor do imposto Surcharge (ME);1569
53984;CessAmnt;Valor do imposto Cess;1569
53985;CessAmntSC;Valor do imposto Cess (MS);1569
53986;CessAmntFC;Valor do imposto Cess (ME);1569
53987;HscAmnt;Valor do imposto HSC;1569
53988;HscAmntSC;Valor do imposto HSC (MS);1569
53989;HscAmntFC;Valor do imposto HSC (ME);1569
5399;WTSum;Valor IRF;159
53990;WTTypeId;ID do tipo de IRF;1569
53991;WTPosted;IRF lançado;1569
53992;WTPostedFC;IRF lançado ME;1569
53993;DocNum;Nº do documento;1570
53994;LineSeq;Seqüência de linhas;1570
53995;InvoiceSeq;Nº seqüencial da nota fiscal;1570
53996;ValueDate;Data de vencimento;1570
53997;Inv4Seq;Nº seqüencial nota fiscal4;1570
53998;TaxSum;Valor do imposto;1570
53999;TaxSumFrgn;Valor do imposto (ME);1570
54;IsDebit;Débito [Sim/Não];6
540;Weight2;Peso 2;35
5400;WTSumFC;Valor IRF (ME);159
54000;TaxSumSys;Valor do imposto (MS);1570
54001;BaseSum;Valor base;1570
54002;BaseSumFrg;Valor base (ME);1570
54003;BaseSumSys;Valor base (MS);1570
54004;ObjectType;Tipo de objeto;1570
54005;DocNum;Nº do documento;1571
54006;LineNum;Nº da linha;1571
54007;InvType;Categoria da nota fiscal;1571
54008;DocEntry;ID interno da nota fiscal;1571
54009;DocLine;Nº linha nota fiscal;1571
5401;WTSumSC;Valor IRF (MS);159
54010;TxInvRptNo;Nº do relatório da nota fiscal;1572
54011;SeqNo;Nº seqüencial;1572
54012;MD;Data original do item da linha;1572
54013;ItemDesc;Descrição do item de linha;1572
54014;Unit;Unidade do item de linha;1572
54015;Quantity;Quantidade;1572
54016;UnitPrice;Preço unitário;1572
54017;BaseAmt;Valor base;1572
54018;TaxAmt;Valor do imposto;1572
54019;TxInvRptNo;Nº do relatório da nota fiscal;1573
5402;WTApplied;IRF aplicado;159
54020;GridRow;Nº linha tab.;1573
54021;BPLId;ID do local de negócio;1573
54022;BPCode;Código do PN;1573
54023;BPName;Nome do PN;1573
54024;DocDate;Data do documento;1573
54025;ItemNo;Nº do item;1573
54026;ItemDes;Descrição do item;1573
54027;TaxCode;Código de imposto;1573
54028;ItemQty;Quantidade do item;1573
54029;ItemPrice;Preço do item;1573
5403;WTAppliedF;IRF aplicado (ME);159
54030;BaseAmt;Valor base;1573
54031;TaxAmt;Valor do imposto;1573
54032;LineType;Tipo de linha;1573
54033;DocEntry;ID unívoco do documento;1573
54034;DocType;Tipo de documento;1573
54035;LineNum;Nº linha do item;1573
54036;Currency;Moeda;1573
54037;Remark;Observações;1573
54038;LegacyData;Legacy Data;1573
54039;Code;Código de grupo;1574
5404;WTAppliedS;IRF aplicado (MS);159
54040;EffecDate;Efetivo desde;1574
54041;Rate;Taxa;1574
54042;EquVatPr;% taxa compensatória;1574
54043;MinAmount;Valor mínimo do imposto de selo;1574
54044;FixedAmout;Valor fixo do imposto de selo;1574
54045;TaxType;Tipo de imposto (IVA ou selo);1574
54046;AbsEntry;Abs Entry (Numerator);1575
54047;ObjectCode;Código do objeto;1575
54048;Sum;Sum;1575
54049;DispOrder;Exibir o pedido;1575
5405;TotalBlck;Valor total reservado;159
54050;ObjectType;Tipo de objeto;1575
54051;Selected;Objeto selecionado;1575
54052;FromObject;Do objeto;1575
54053;ToObject;Até objeto;1575
54054;Adtnl_Key;Chave adicional;1575
54055;AbsEntry;Nº interno;1576
54056;ObjectCode;Código do objeto;1576
54057;FromDocNo;Nº do documento de;1576
54058;ToDocNo;Até nº doc.;1576
54059;AbsEntry;Nº interno;1577
5406;TotalBlckF;Valor total reservado (ME);159
54060;ObjectCode;Código do objeto;1577
54061;WddCode;ID interno;1578
54062;StepCode;Chave do nível;1578
54063;UserID;Código do autorizador;1578
54064;Status;Status;1578
54065;Remarks;Observações;1578
54066;CreateDate;Data da solicitação;1578
54067;CreateTime;Hora da solicitação;1578
54068;UpdateDate;Data de atualização;1578
54069;WddCode;ID interno;1579
5407;TotalBlckS;Valor total reservado (MS);159
54070;CondId;Nº da condição;1579
54071;opCode;Relação;1579
54072;WTCode;Código IRF;1580
54073;EffecDate;Efetivo desde;1580
54074;Rate;Taxa;1580
54075;TdsRate;Taxa TDS;1580
54076;SurRate;Taxa Surchage;1580
54077;CessRate;Taxa Cess;1580
54078;HscRate;Taxa HSC;1580
54079;PmntTerms;Condições de pagamento;1580
5408;VATBlck;Valor de imposto reservado;159
54080;Code;Código de imposto;1581
54081;EffectDate;Data efetiva;1581
54082;Rate;Taxa de imposto;1581
54083;MinAmount;Valor mínimo;1581
54084;MaxAmount;Valor máximo;1581
54085;WTCUR;Moeda do imposto progressivo;1581
54086;LineNum;Nº da linha;1581
54087;AbsId;Nº interno;1582
54088;WTCode;Código IRF;1582
54089;EfctFrom;Efetivo desde;1582
5409;VATBlckFC;Valor de imposto reservado (ME);159
54090;ValueFrom;Valor de;1582
54091;Deduct;Imposto retido na fonte a ser dedutível;1582
54092;Rate;Taxa;1582
54093;WTCur;Moeda;1582
54094;LineNum;Nº da linha;1582
54095;OrderNum;Chave de instrução;1583
54096;LineID;Nº da linha;1583
54097;ItemCode;Nº do item;1583
54098;Descript;Descrição do item;1583
54099;Quantity;Quantidade do item;1583
541;Wght2Unit;Unidade de peso 2;35
5410;VATBlckSC;Valor de imposto reservado (MS);159
54100;Price;Preço do item;1583
54101;Currency;Moeda do preço;1583
54102;WhsCode;Depósito do item;1583
54103;FinncPriod;Período contábil;1583
54104;ActWorkCod;Código da conta ativa;1583
54105;ActWorkSum;Trabalho total;1583
54106;WFInstID;ID de instância do fluxo de trabalho;1584
54107;TaskID;ID da tarefa;1584
54108;LineID;ID da linha;1584
54109;Candidate;Candidato;1584
5411;ExpnsBlck;Valor reservado do frete;159
